REGI,PSGC_REGI,PROV,PSGC_PROV,MuniCities,PSGC_CITY/MUNI,BrgyName,PSGC_BRGY,BCT,Pop2015
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Kormatan Matampay,PH153617032,1,1394
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Daguduban,PH153617033,1,6896
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Dansalan,PH153617035,1,2751
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Datu Sa Dansalan,PH153617036,1,3675
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Dayawan,PH153617037,1,729
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Dimaluna,PH153617039,1,6516
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Dulay,PH153617040,1,1684
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Dulay West,PH153617042,1,831
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,East Basak,PH153617043,1,1613
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Emie Punud,PH153617044,1,1802
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Fort,PH153617045,1,1671
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Gadongan,PH153617046,1,1640
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Buadi Sacayo (Green),PH153617048,1,3020
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Guimba (Lilod Proper),PH153617049,1,1980
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Kapantaran,PH153617051,1,2438
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Kilala,PH153617052,1,1277
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Lilod Madaya (Pob.),PH153617057,1,3066
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Lilod Saduc,PH153617058,1,3904
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Lomidong,PH153617060,1,5470
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Lumbaca Madaya (Pob.),PH153617062,1,2343
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Lumbac Marinaut,PH153617063,1,1277
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Lumbaca Toros,PH153617064,1,581
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Malimono,PH153617065,1,2711
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Basak Malutlut,PH153617066,1,2827
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Gadongan Mapantao,PH153617068,1,1412
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Amito Marantao,PH153617069,1,1224
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Marinaut East,PH153617070,1,1291
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Marinaut West,PH153617071,1,1932
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Matampay,PH153617072,1,3508
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Pantaon (Langcaf),PH153617074,1,696
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Mipaga Proper,PH153617075,1,1896
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Moncado Colony,PH153617076,1,3573
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Moncado Kadingilan,PH153617077,1,5483
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Moriatao Loksadato,PH153617079,1,2099
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Datu Naga,PH153617080,1,2341
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Navarro (Datu Saber),PH153617083,1,3415
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Olawa Ambolong,PH153617085,1,772
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Pagalamatan Gambai,PH153617086,1,1334
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Pagayawan,PH153617089,1,1043
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Panggao Saduc,PH153617090,1,4025
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Papandayan,PH153617097,1,1862
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Paridi,PH153617098,1,862
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Patani,PH153617099,1,1517
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Pindolonan,PH153617101,1,1053
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Poona Marantao,PH153617103,1,1197
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Pugaan,PH153617105,1,1562
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Rapasun MSU,PH153617107,1,3365
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Raya Madaya I,PH153617109,1,2272
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Raya Madaya II,PH153617110,1,1281
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Raya Saduc,PH153617111,1,2558
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Rorogagus Proper,PH153617112,1,4751
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Rorogagus East,PH153617113,1,1587
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Sabala Manao,PH153617116,1,2745
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Sabala Manao Proper,PH153617117,1,2331
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Saduc Proper,PH153617118,1,2569
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Sagonsongan,PH153617119,1,500
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Sangcay Dansalan,PH153617120,1,2484
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Somiorang,PH153617123,1,539
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,South Madaya Proper,PH153617124,1,1396
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Sugod Proper,PH153617125,1,2901
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Tampilong,PH153617126,1,1725
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Timbangalan,PH153617127,1,1422
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Tuca Ambolong,PH153617129,1,1301
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Tolali,PH153617131,1,2879
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Toros,PH153617133,1,1173
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Tuca,PH153617134,1,810
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Tuca Marinaut,PH153617136,1,1347
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Tongantongan-Tuca Timbangalan,PH153617137,1,445
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Wawalayan Calocan,PH153617138,1,2185
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Wawalayan Marinaut,PH153617139,1,2229
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Marawi Poblacion,PH153617141,1,4002
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Norhaya Village,PH153617142,1,3206
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Marawi City,PH153617000,Papandayan Caniogan,PH153617143,1,2027
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Abdullah Buisan,PH153618001,1,689
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Caramian Alim Raya,PH153618002,1,469
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Alip Lalabuan,PH153618003,1,768
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Alumpang Paino Mimbalay,PH153618004,1,546
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Mai Ditimbang Balindong,PH153618005,1,712
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Mai Sindaoloan Dansalan,PH153618007,1,612
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Lakadun,PH153618008,1,1560
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Maranat Bontalis,PH153618018,1,411
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Dalog Balut,PH153618023,1,738
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Gindolongan Alabat,PH153618032,1,442
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Gondarangin Asa Adigao,PH153618034,1,930
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Sawir,PH153618035,1,1455
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Moriatao-Bai Labay,PH153618039,1,862
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Laila Lumbac Bacon,PH153618040,1,1001
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Lanco Dimapatoy,PH153618041,1,601
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Talub Langi,PH153618042,1,1532
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Lomigis Sucod,PH153618043,1,656
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Macabangan Imbala,PH153618044,1,783
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Macadaag Talaguian,PH153618045,1,913
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Macalupang Lumbac Caramian,PH153618047,1,524
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Magayo Bagoaingud,PH153618052,1,661
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Macompara Apa Mimbalay,PH153618053,1,773
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Manalocon Talub,PH153618055,1,797
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Putad Marandang Buisan,PH153618060,1,681
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Matao Araza,PH153618061,1,561
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Mocamad Tangul,PH153618062,1,550
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Pantao,PH153618069,1,2158
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Sambowang Atawa,PH153618077,1,681
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Tamboro Cormatan,PH153618082,1,783
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Towanao Arangga,PH153618083,1,791
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Tomambiling Lumbaca Ingud,PH153618085,1,715
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Unda Dayawan,PH153618088,1,749
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Buadi Amloy,PH153618089,1,1828
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Kalilangan,PH153618090,1,609
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,Lumbaca Ingud,PH153618091,1,635
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Bangon,PH153619002,1,602
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Bubonga Guilopa,PH153619005,1,584
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Buadi-Abala,PH153619006,1,640
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Buadi-Bayawa,PH153619007,1,797
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Buadi-Insuba,PH153619008,1,515
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Bubong,PH153619010,1,610
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Cabasaran,PH153619011,1,847
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Cairatan,PH153619013,1,397
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Cormatan,PH153619014,1,618
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Poblacion (Dado),PH153619015,1,886
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Dalama,PH153619016,1,626
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Dansalan,PH153619018,1,681
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Dimarao,PH153619019,1,554
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Guilopa,PH153619022,1,587
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Ilian,PH153619024,1,707
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Kitambugun,PH153619026,1,421
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Lama (Bagoaingud),PH153619027,1,600
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Lilod,PH153619028,1,485
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Lilod Raybalai,PH153619030,1,875
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Lumbaca Ingud,PH153619033,1,470
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Lumbac (Lumbac Bubong),PH153619034,1,592
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Madaya,PH153619035,1,510
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Pindolonan,PH153619037,1,595
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Salipongan,PH153619038,1,565
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Sugan,PH153619039,1,653
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,Bagoaingud,PH153619043,1,650
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Ayong,PH153620001,1,757
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Bandara Ingud,PH153620005,1,827
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Bangon (Pob.),PH153620006,1,706
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Biala-an,PH153620011,1,391
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Diampaca,PH153620015,1,545
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Guiarong,PH153620019,1,822
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Ilian,PH153620020,1,529
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Madang,PH153620029,1,487
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Mapantao,PH153620030,1,633
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Ngingir (Kabasaran),PH153620034,1,1690
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Padas,PH153620035,1,950
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Paigoay,PH153620037,1,698
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Pinalangca,PH153620041,1,943
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Poblacion (Lumbac),PH153620042,1,652
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Rangiran,PH153620045,1,600
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Rubokun,PH153620046,1,590
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Linindingan,PH153620054,1,613
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,Kalaludan,PH153620057,1,706
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Aposong,PH153621001,1,466
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Bagoaingud,PH153621002,1,520
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Bangco (Pob.),PH153621003,1,494
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Bansayan,PH153621004,1,609
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Basak,PH153621005,1,799
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Bobo,PH153621006,1,811
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Bubong Tawa-an,PH153621007,1,583
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Bubonga Mamaanun,PH153621008,1,515
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Bualan,PH153621009,1,1263
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Bubong Ilian,PH153621010,1,387
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Gacap,PH153621011,1,693
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Katumbacan,PH153621012,1,396
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Ilian Poblacion,PH153621013,1,750
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Kalanganan,PH153621014,1,976
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Lininding,PH153621015,1,961
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Lumbaca Mamaan,PH153621017,1,398
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Mamaanun,PH153621018,1,664
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Mentring,PH153621020,1,729
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Olango,PH153621021,1,632
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Palacat,PH153621022,1,1203
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Palao,PH153621023,1,609
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Paling,PH153621024,1,654
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Pantaon,PH153621025,1,521
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Pantar,PH153621026,1,806
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Paridi,PH153621028,1,654
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Pindolonan,PH153621029,1,643
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Radapan,PH153621030,1,447
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Radapan Poblacion,PH153621031,1,499
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Sapingit,PH153621032,1,515
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Talao,PH153621033,1,815
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Tambo,PH153621034,1,818
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Tapocan,PH153621035,1,686
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Taporug,PH153621036,1,839
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Tawaan,PH153621037,1,649
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Udalo,PH153621038,1,1335
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Rantian,PH153621039,1,605
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,Ilian,PH153621040,1,496
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,Ataragadong,PH153622001,1,721
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,Bangon,PH153622002,1,456
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,Bansayan,PH153622004,1,1295
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,Bubong-Dimunda,PH153622006,1,1020
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,Bugaran,PH153622007,1,644
Autonomous Region In Muslim Mindanao,PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,Bualan,PH153622008,1,689
